symbol,company,last.sale.price,market.cap,country,ipo.year,industry
RMD,ResMed Inc. Common Stock,261.11,38049769608,United States,NA,Medical/Dental Instruments
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,21.55,137343925,,2018,Finance/Investors Services
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,19.98,394397767,,2019,Trusts Except Educational Religious and Charitable
RMO,Romeo Power Inc. Class A Common Stock,3.49,468141404,,2019,Automotive Aftermarket
RMPL^,RiverNorth Specialty Finance Corporation 5.875%,25.89,NA,,NA,
RMT,Royce Micro-Cap Trust Inc. Common Stock,11.57,512856818,United States,NA,Investment Managers
RNG,RingCentral Inc. Class A Common Stock,193.57,18087779125,,2013,EDP Services
RNGR,Ranger Energy Services Inc. Class A Common Stock,10.24,255715236,United States,2017,Oilfield Services/Equipment
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,28.33,1348229063,United States,2003,Investment Managers
RNR,RenaissanceRe Holdings Ltd. Common Stock,172.82,7953156007,Bermuda,NA,Property-Casualty Insurers
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,26.39,NA,Bermuda,NA,
RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares,25.06,NA,Bermuda,NA,
ROG,Rogers Corporation Common Stock,272.96,5112567823,United States,NA,Industrial Machinery/Components
ROK,Rockwell Automation Inc. Common Stock,349.06,40495586441,United States,NA,Industrial Machinery/Components
ROL,Rollins Inc. Common Stock,33.55,16508233382,United States,NA,Industrial Specialties
RONI,Rice Acquisition Corp. II Class A Ordinary Shares,10.05,346750125,,2021,
ROP,Roper Technologies Inc. Common Stock,491,51793085900,United States,1992,Office Equipment/Supplies/Services
ROSS,Ross Acquisition Corp II Class A Ordinary Shares,9.76,420900000,,2021,
RPM,RPM International Inc. Common Stock,100.78,13072748851,United States,NA,Paints/Coatings
RPT,RPT Realty Common Stock,13.19,1111780866,United States,NA,Real Estate Investment Trusts
RPT^D,RPT Realty 7.25%,57.94,NA,United States,NA,
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,18,2416378122,United States,2002,Trusts Except Educational Religious and Charitable
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares,9.8,0,,2021,
RRC,Range Resources Corporation Common Stock,19.01,4938698920,United States,NA,Oil & Gas Production
RRD,R.R. Donnelley & Sons Company Common Stock,10.67,777945560,United States,NA,Advertising
RRX,Regal Rexnord Corporation Common Stock,170.97,11584813334,United States,NA,Metal Fabrications
RS,Reliance Steel & Aluminum Co. Common Stock (DE),162.6,10187624789,United States,1994,Steel/Iron Ore
RSF,RiverNorth Specialty Finance Corporation,19.345,88142842,,2019,Investment Managers
RSG,Republic Services Inc. Common Stock,139.41,44206185371,United States,1998,Environmental Services
RSI,Rush Street Interactive Inc. Class A Common Stock,16.5,977708820,,2020,Services-Misc. Amusement & Recreation
RSKD,Riskified Ltd. Class A Ordinary Shares,7.61,1243475149,,2021,
RTX,Raytheon Technologies Corporation Common Stock,85.89,128558240260,United States,NA,Military/Government/Technical
RVI,Retail Value Inc. Common Stock,6.42,135572103,United States,2018,Real Estate Investment Trusts
RVLV,Revolve Group Inc. Class A Common Stock,55.33,4033546819,,2019,Catalog/Specialty Distribution
RVT,Royce Value Trust Inc. Common Stock,19.29,1992609392,United States,1986,Trusts Except Educational Religious and Charitable
RWT,Redwood Trust Inc. Common Stock,13.31,1526323744,United States,1995,Real Estate Investment Trusts
RY,Royal Bank Of Canada Common Stock,105.29,150003436809,Canada,NA,
RY^T,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2,27.26,NA,Canada,NA,
RYAM,Rayonier Advanced Materials Inc. Common Stock,5.49,349918068,United States,2014,Industrial Specialties
RYAN,Ryan Specialty Group Holdings Inc. Class A Common Stock,39.76,4369777752,,2021,
RYB,RYB Education Inc. American depositary shares each representing one Class A ordinary share,1.9,52414057,,2017,Other Consumer Services
RYI,Ryerson Holding Corporation Common Stock,25.75,988649672,United States,2014,Office Equipment/Supplies/Services
RYN,Rayonier Inc. REIT Common Stock,40.34,5774764387,United States,NA,Real Estate Investment Trusts
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,25.83,0,United States,NA,Life Insurance
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,29.26,0,United States,2016,Life Insurance
S,SentinelOne Inc. Class A Common Stock,50.63,13513708385,,2021,EDP Services
SA,Seabridge Gold Inc. Ordinary Shares (Canada),16.26,1272262025,Canada,NA,
SAFE,Safehold Inc. Common Stock,77.8,4400357964,United States,2017,Real Estate Investment Trusts
SAH,Sonic Automotive Inc. Common Stock,48.58,2004147108,United States,1997,Other Specialty Stores
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,84.39,4805282383,,NA,EDP Services
SAIL,SailPoint Technologies Holdings Inc. Common Stock,48.4,4513960902,United States,2017,Computer Software: Prepackaged Software
SAK,Saratoga Investment Corp 7.25% Notes due 2025,25.81,0,United States,2020,Finance Companies
SAM,Boston Beer Company Inc. (The) Common Stock,501.97,6165004791,United States,NA,Beverages (Production/Distribution)
SAN,Banco Santander S.A. Sponsored ADR (Spain),3.29,56081569402,Spain,NA,Commercial Banks
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),6.07,1161998116,Canada,NA,
SAP,SAP  SE ADS,140.04,165188290774,Germany,NA,EDP Services
SAR,Saratoga Investment Corp New,29.51,335376163,United States,NA,Investment Managers
SAVE,Spirit Airlines Inc. Common Stock,21.98,2382745900,United States,NA,Air Freight/Delivery Services
SB,Safe Bulkers Inc Common Stock ($0.001 par value),3.68,447638288,Monaco,2008,Marine Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),25.6499,NA,Monaco,NA,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),25.57,NA,Monaco,NA,
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,24.6,0,Monaco,2020,Marine Transportation
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,18.97,2129080251,United States,NA,Diversified Commercial Services
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,9.56,134626931,United States,1992,Finance/Investors Services
SBII,Sandbridge X2 Corp. Class A Common Stock,9.74,289980507,,2021,
SBOW,SilverBow Resorces Inc. Common Stock,23.4,379280444,,NA,Oil & Gas Production
SBR,Sabine Royalty Trust Common Stock,41.54,605625991,United States,NA,Oil & Gas Production
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),7.06,4825579675,Brazil,2002,Water Supply
SBSW,D/B/A Sibanye-Stillwater Limited ADS,12.5,8794261000,,NA,Precious Metals
SC,Santander Consumer USA Holdings Inc. Common Stock,42.58,13034222518,,2014,Finance Companies
SCCO,Southern Copper Corporation Common Stock,60.88,47065187657,United States,NA,Precious Metals
SCD,LMP Capital and Income Fund Inc. Common Stock,14.74,264072745,United States,2004,Trusts Except Educational Religious and Charitable
SCE^G,SCE Trust II Trust Preferred Securities,24.9136,NA,United States,NA,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,25.18,NA,United States,NA,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,25.01,NA,United States,NA,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,25.2,NA,United States,NA,
SCE^L,SCE TRUST VI,24.88,NA,United States,NA,
SCHW,Charles Schwab Corporation (The) Common Stock,84.96,160625371752,United States,NA,Investment Bankers/Brokers/Service
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,25.71,NA,United States,NA,
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,26.09,NA,United States,NA,
SCI,Service Corporation International Common Stock,71.25,11749971236,United States,NA,Other Consumer Services
SCL,Stepan Company Common Stock,123.95,2778437914,United States,NA,Package Goods/Cosmetics
SCM,Stellus Capital Investment Corporation Common Stock,13.01,253512899,United States,2012,Finance/Investors Services
SCS,Steelcase Inc. Common Stock,11.49,1287985625,United States,1998,Office Equipment/Supplies/Services
SCU,Sculptor Capital Management Inc. Class A Common Stock,21.47,548664175,United States,NA,Investment Managers
SCVX,SCVX Corp. Class A Ordinary Shares,9.98,286925000,,2020,Business Services
SCX,L.S. Starrett Company (The) Common Stock,9.41,68069239,United States,NA,Home Furnishings
SD,SandRidge Energy Inc. Common Stock,10.67,391316424,,2016,Oil & Gas Production
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,18.31,451763655,,2020,Finance/Investors Services
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,213.91,118639861986,United States,2017,Computer Software: Prepackaged Software
SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock,9.91,557437500,United States,2020,
SEAS,SeaWorld Entertainment Inc. Common Stock,65.19,5037421850,United States,2013,Movies/Entertainment
SEDA,SDCL EDGE Acquisition Corporation Class A Ordinary Shares,9.68,241942472,,2021,
SEE,Sealed Air Corporation Common Stock,67.55,10007986436,United States,NA,Containers/Packaging
SEM,Select Medical Holdings Corporation Common Stock,29.1,3903619296,United States,2009,Hospital/Nursing Management
SEMR,SEMrush Holdings Inc. Class A Common Stock,20.78,2840115809,,2021,EDP Services
SF,Stifel Financial Corporation Common Stock,71.48,7452735466,United States,NA,Investment Bankers/Brokers/Service
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,26.7,NA,United States,NA,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,26.95,NA,United States,NA,
SF^D,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,25.53,NA,United States,NA,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,26.23,0,United States,2017,Investment Bankers/Brokers/Service
SFBS,ServisFirst Bancshares Inc. Common Stock,87.25,4729922576,United States,NA,Major Banks
SFE,Safeguard Scientifics Inc. New Common Stock,7.03,116034326,United States,NA,Finance/Investors Services
SFL,SFL Corporation Ltd,8.01,1109796610,Bermuda,NA,Marine Transportation
SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),3.5,31624978,China,2010,EDP Services
SG,Sweetgreen Inc. Class A Common Stock,31.39,3358709659,,2021,Restaurants
SGFY,Signify Health Inc. Class A Common Stock,13.84,2358620218,,2021,Retail: Computer Software & Peripheral Equipment
SGU,Star Group L.P. Common Stock,10.54,406958475,United States,NA,Oil Refining/Marketing
SHAK,Shake Shack Inc. Class A Common Stock,70.11,2744108555,United States,2015,Restaurants
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,31.79,16422497955,South Korea,NA,Major Banks
SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,22.25,2408298504,China,NA,Major Chemicals
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,11.37,4471702036,United States,2014,Oilfield Services/Equipment
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,11.71,2568398599,United States,2004,Real Estate Investment Trusts
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,25.63,NA,United States,NA,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,25.1696,NA,United States,NA,
SHOP,Shopify Inc. Class A Subordinate Voting Shares,1392.08,174845714347,Canada,2015,
SHPW,Shapeways Holdings Inc. Common Stock,4.09,197532620,,2019,Industrial Machinery/Components
SHW,Sherwin-Williams Company (The) Common Stock,351.36,92125255427,United States,NA,Paints/Coatings
SI,Silvergate Capital Corporation Class A Common Stock,148.77,4520435065,United States,2019,
SI^A,Silvergate Capital Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,24.93,NA,United States,NA,
SID,Companhia Siderurgica Nacional S.A. Common Stock,4.33,5871620929,Brazil,NA,Steel/Iron Ore
SIG,Signet Jewelers Limited Common Shares,85.6,4504555935,Bermuda,NA,Consumer Specialties
SII,Sprott Inc. Common Shares,45.26,1126974000,,2020,
SITC,SITE Centers Corp. Common Stock,15.58,3290771626,United States,NA,Real Estate Investment Trusts
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,25.36,NA,United States,NA,
SITE,SiteOne Landscape Supply Inc. Common Stock,239.84,10720993343,United States,2016,
SIX,Six Flags Entertainment Corporation New Common Stock,42.26,3633645848,United States,NA,Movies/Entertainment
SJI,South Jersey Industries Inc. Common Stock,25.89,2911291536,United States,NA,Oil/Gas Transmission
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,26.17,0,United States,2019,Oil/Gas Transmission
SJIV,South Jersey Industries Inc. Corporate Units,55.44,0,United States,2021,Oil/Gas Transmission
SJM,J.M. Smucker Company (The) New Common Stock,135.1,14639870482,United States,NA,Packaged Foods
SJR,Shaw Communications Inc. Common Stock,29.99,14965775765,Canada,NA,
SJT,San Juan Basin Royalty Trust Common Stock,6.11,284779744,United States,NA,Oil & Gas Production
SJW,SJW Group Common Stock (DE),72.17,2152559236,United States,NA,Water Supply
SKE,Skeena Resources Limited Common Shares,10.09,659265768,,2021,
SKIL,Skillsoft Corp. Class A Common Stock,9.17,1221118703,,2019,Diversified Commercial Services
SKLZ,Skillz Inc. Class A Common Stock,7.19,2933896181,,2020,EDP Services
SKM,SK Telecom Co. Ltd. Common Stock,27.64,10835983195,South Korea,NA,Telecommunications Equipment
SKT,Tanger Factory Outlet Centers Inc. Common Stock,19.51,2028738258,United States,1993,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc. Common Stock,43.83,6830519796,United States,1999,Shoe Manufacturing
SKY,Skyline Champion Corporation Common Stock,79.97,4542249537,United States,NA,Homebuilding
SLAC,Social Leverage Acquisition Corp I Class A Common Stock,9.77,421331250,,2021,
SLB,Schlumberger N.V. Common Stock,29.65,41588056175,France,NA,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc. Common Stock,9.31,694258300,United States,2012,Metal Fabrications
SLF,Sun Life Financial Inc. Common Stock,55.01,32236655995,Canada,NA,Advertising
SLG,SL Green Realty Corp Common Stock,72.25,4821002341,United States,1997,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation Preferred Series I,25.85,NA,United States,NA,
SLQT,SelectQuote Inc. Common Stock,8.89,1457590149,,2020,Specialty Insurers
SLVM,Sylvamo Corporation Common Stock,28.78,1269341497,United States,2021,Paper
SM,SM Energy Company Common Stock,30.76,3736533780,United States,NA,Oil & Gas Production
SMAR,Smartsheet Inc. Class A Common Stock,77.68,9846116411,United States,2018,EDP Services
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),6.8,46608016986,Japan,NA,Commercial Banks
SMG,Scotts Miracle-Gro Company (The) Common Stock,157.74,8676359511,United States,1992,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock,3.44,83852208,,2017,Marine Transportation
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,22.01,157808046,United States,2012,Oilfield Services/Equipment
SMM,Salient Midstream Common Shares of Beneficial Interest,6.7,118740402,United States,2012,Trusts Except Educational Religious and Charitable
SMP,Standard Motor Products Inc. Common Stock,53.06,1167267099,United States,NA,Auto Parts:O.E.M.
SMRT,SmartRent Inc. Class A Common Stock,9.57,1855279504,United States,NA,EDP Services
SMWB,Similarweb Ltd. Ordinary Shares,17.47,1302097782,,2021,
SNA,Snap-On Incorporated Common Stock,217.39,11637968650,United States,NA,Diversified Manufacture
SNAP,Snap Inc. Class A Common Stock,47.06,75757070632,United States,2017,Internet and Information Services
SNDA,Sonida Senior Living Inc. Common Stock,28.26,182156189,United States,NA,Hospital/Nursing Management
SNDR,Schneider National Inc. Common Stock,27.1,4814484104,United States,2017,Trucking Freight/Courier Services
SNII,Supernova Partners Acquisition Company II Ltd. Class A Ordinary Shares,10.27,442893750,,2021,
SNN,Smith & Nephew SNATS Inc. Common Stock,34.64,15237023398,United Kingdom,NA,Industrial Specialties
SNOW,Snowflake Inc. Class A Common Stock,344.21,105431523000,United States,2020,Computer Software: Prepackaged Software
SNP,China Petroleum & Chemical Corporation Common Stock,46.64,56467612157,China,NA,Integrated oil Companies
SNV,Synovus Financial Corp. Common Stock,48,6984524160,United States,NA,Major Banks
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,26.27,NA,United States,NA,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,27.09,NA,United States,NA,
SNX,TD SYNNEX Corporation Common Stock,114.93,11034220817,United States,2003,EDP Services
SO,Southern Company (The) Common Stock,68.07,72140853583,United States,NA,Power Generation
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,6.41,204844235,United States,2017,Metal Fabrications
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,26.17,0,United States,2017,Power Generation
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,27.02,0,United States,2020,Power Generation
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,26,0,United States,2020,Electric Utilities: Central
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),5.56,387801143,China,2008,Semiconductors
SOLN,Southern Company (The) 2019 Series A Corporate Units,53.67,0,United States,2019,Power Generation
SON,Sonoco Products Company Common Stock,57.94,5697026286,United States,NA,Containers/Packaging
SONX,Sonendo Inc. Common Stock,5.91,155635217,,2021,Medical/Dental Instruments
SONY,Sony Group Corporation American Depositary Shares,126.69,157063741772,Japan,NA,Consumer Electronics/Appliances
SOR,Source Capital Inc. Common Stock,42.89,359241450,United States,NA,Investment Managers
SOS,SOS Limited American Depositary Shares,0.821,200175007,,2017,Finance: Consumer Services
SPAQ,Spartan Acquisition Corp. III Class A Common Stock,9.91,683790000,,2021,
SPB,Spectrum Brands Holdings Inc. Common Stock,100.78,4151163977,United States,NA,
SPCE,Virgin Galactic Holdings Inc. Common Stock,13.04,3364466191,,2017,
SPE,Special Opportunities Fund Inc Common Stock,15.41,195906775,United States,NA,Finance/Investors Services
SPG,Simon Property Group Inc. Common Stock,158.76,52171578318,United States,NA,Real Estate Investment Trusts
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,69.8,NA,United States,NA,
SPGI,S&P Global Inc. Common Stock,474.55,114366550000,United States,NA,Advertising
SPGS,Simon Property Group Acquisition Holdings Inc. Class A Common Stock,9.75,420468750,,2021,
SPH,Suburban Propane Partners L.P. Common Stock,14.54,915492372,United States,1996,Other Specialty Stores
SPIR,Spire Global Inc. Class A Common Stock,3.42,475587895,,2020,Diversified Commercial Services
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,41.29,872836866,United States,NA,
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,23.96,NA,United States,NA,
SPNT,SiriusPoint Ltd. Common Shares,8.24,1334349245,,2013,Property-Casualty Insurers
SPNT^B,SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,27.58,NA,,NA,
SPOT,Spotify Technology S.A. Ordinary Shares,232.92,44616855972,Luxembourg,2018,Broadcasting
SPR,Spirit Aerosystems Holdings Inc. Common Stock,43.29,4547497530,United States,2006,Military/Government/Technical
SPXC,SPX Corporation Common Stock,59.91,2720715596,United States,NA,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,18.48,317703688,United States,NA,Trusts Except Educational Religious and Charitable
SQ,Block Inc. Class A Common Stock,161.85,74657461848,United States,2015,Computer Software: Prepackaged Software
SQM,Sociedad Quimica y Minera S.A. Common Stock,51.23,14633258101,Chile,1993,Agricultural Chemicals
SQNS,Sequans Communications S.A. American Depositary Shares,4.65,174228823,France,2011,Semiconductors
SQSP,Squarespace Inc. Class A Common Stock,28.87,4008143152,,2021,EDP Services
SQZ,SQZ Biotechnologies Company Common Stock,9.54,267757224,United States,2020,Specialty Chemicals
SR,Spire Inc. Common Stock,64.88,3357017002,United States,NA,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,27.21,NA,United States,NA,
SRC,Spirit Realty Capital Inc. Common Stock,48.27,5952440923,United States,2013,Real Estate Investment Trusts
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,25.61,NA,United States,NA,
SRE,DBA Sempra Common Stock,131.45,41976909380,United States,NA,Oil/Gas Transmission
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,26.99,0,United States,2019,Professional Services
SRG,Seritage Growth Properties Class A Common Stock,13.09,571134306,United States,2015,Real Estate Investment Trusts
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,23.6,NA,United States,NA,
SRI,Stoneridge Inc. Common Stock,19.66,534328642,United States,1997,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,10.01,147941714,Canada,NA,Professional Services
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,12.97,340262075,,2013,Oil Refining/Marketing
SRT,StarTek Inc. Common Stock,5.23,213406902,United States,1997,Business Services
SRV,Cushing MLP & Infrastructure Total Return Fund,30.41,66396920,United States,NA,Finance Companies
SSD,Simpson Manufacturing Company Inc. Common Stock,138.59,6020301786,United States,NA,Industrial Specialties
SSL,Sasol Ltd. American Depositary Shares,16.4,10420479738,South Africa,NA,Oil & Gas Production
SSTK,Shutterstock Inc. Common Stock,111.79,4105064066,United States,2012,
SSU,SIGNA Sports United N.V. Ordinary Share,8.52,2849713121,,2021,
ST,Sensata Technologies Holding plc Ordinary Shares,61.03,9671599317,Netherlands,2010,Industrial Machinery/Components
STAG,Stag Industrial Inc. Common Stock,47.91,8385268710,United States,2011,Real Estate Investment Trusts
STAR,iStar Inc. Common Stock,25.66,1782752287,United States,NA,Real Estate Investment Trusts
STAR^D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,26.11,NA,United States,NA,
STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,25.81,NA,United States,NA,
STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,25.7167,NA,United States,NA,
STC,Stewart Information Services Corporation Common Stock,80.18,2156100736,United States,NA,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,242.32,24237573845,United States,NA,Industrial Specialties
STEM,Stem Inc. Class A Common Stock,18.72,2704837150,United States,2020,Computer Software: Prepackaged Software
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,4.7,63254452,,2018,Other Consumer Services
STK,Columbia Seligman Premium Technology Growth Fund Inc,37.38,595029456,United States,2009,Investment Managers
STL,Sterling Bancorp,26.14,5037198049,United States,NA,Major Banks
STL^A,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,25.8,NA,United States,NA,
STLA,Stellantis N.V. Common Shares,18.89,59175166393,United Kingdom,2014,Auto Manufacturing
STM,STMicroelectronics N.V. Common Stock,49.58,44938133880,Switzerland,NA,Semiconductors
STN,Stantec Inc Common Stock,56.08,6235325293,Canada,NA,Marine Transportation
STNG,Scorpio Tankers Inc. Common Shares,12.76,744795024,Monaco,2010,Marine Transportation
STON,StoneMor Inc. Common Stock,2.43,286882498,United States,2004,
STOR,STORE Capital Corporation Common Stock,34.82,9495921606,United States,2014,Real Estate Investment Trusts
STRE,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares,9.75,342510782,,2021,
STT,State Street Corporation Common Stock,93.79,34292360136,United States,NA,Investment Managers
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,27.27,NA,United States,NA,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,28.56,NA,United States,NA,
STVN,Stevanato Group S.p.A. Ordinary Shares,21.8,5770448686,,2021,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,24.84,7566700538,United States,2009,Real Estate Investment Trusts
STZ,Constellation Brands Inc. Common Stock,249.78,46830182392,United States,NA,Beverages (Production/Distribution)
STZ/B,Constellation Brands Inc,250,NA,United States,NA,
SU,Suncor Energy  Inc. Common Stock,24.72,36018393222,Canada,NA,
SUI,Sun Communities Inc. Common Stock,210.41,24400607843,United States,1993,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,40.59,4812632501,United States,2015,Building Materials
SUN,Sunoco LP Common Units representing limited partner interests,40.3,3359090557,United States,2012,Oil Refining/Marketing
SUNL,Sunlight Financial Holdings Inc. Class A Common Stock,4.49,380820684,United States,2021,Diversified Financial Services
SUP,Superior Industries International Inc. Common Stock (DE),4.4,115117539,United States,NA,Auto Parts:O.E.M.
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,1.95,178121705,,2016,Commercial Banks
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),10.42,14058888864,,2018,Paper
SWCH,Switch Inc. Class A Common Stock,28.75,4130738820,,2017,EDP Services
SWI,SolarWinds Corporation Common Stock,14.34,2281353382,United States,2018,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc. Common Stock,187.21,30521447431,United States,NA,Diversified Manufacture
SWM,Schweitzer-Mauduit International Inc. Common Stock,30.2,950039301,United States,NA,Paper
SWN,Southwestern Energy Company Common Stock,5.09,5166249381,United States,NA,Oil & Gas Production
SWT,Stanley Black & Decker Inc. Corporate Unit,108.71,0,United States,2019,Diversified Manufacture
SWX,Southwest Gas Holdings Inc. Common Stock (DE),69.6,4202801846,United States,NA,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,9.89,130669192,United States,NA,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,6.62,549997226,United States,2011,
SXI,Standex International Corporation Common Stock,110.93,1354499894,United States,NA,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,100.37,4218183043,United States,NA,Major Chemicals
SYF,Synchrony Financial Common Stock,46.29,25332627303,United States,2014,Diversified Financial Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,26.8,NA,United States,NA,
SYK,Stryker Corporation Common Stock,271.11,102273525013,United States,NA,Medical/Dental Instruments
SYY,Sysco Corporation Common Stock,77.94,39956435373,United States,NA,Food Distributors
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,43.3,112654216,,2012,
T,AT&T Inc.,24.64,175954240000,United States,NA,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,26.82,NA,United States,NA,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,26.15,NA,United States,NA,
